id,Cause,Objects,Occupation,Activities
779306,Struck By Moving Objects,coal-tar,no_occupation,roofing pitch a coal
779306,Struck By Moving Objects,coal-tar,no_occupation,coating whitehead school with
201942778,Struck By Moving Objects,tower,contractor,preparing the preheater tower
202560538,Caught in/between Objects,pipe,no_occupation,working with a concrete
201145802,Caught in/between Objects,mixer-blade,no_occupation,missing along with a
201145802,Caught in/between Objects,mixer-blade,no_occupation,cutting the bag with
201145802,Caught in/between Objects,mixer-blade,no_occupation,placing 90pound cement bag
201145802,Caught in/between Objects,mixer-blade,no_occupation,pouring dry cement into
201145802,Caught in/between Objects,mixer-blade,no_occupation,missing which made a
201145802,Caught in/between Objects,mixer-blade,no_occupation,mixing a plaster material
201406113,Caught in/between Objects,no_object,no_occupation,pouring cement from a
201408580,Caught in/between Objects,automobile,driver,going to direct the
201408580,Caught in/between Objects,automobile,driver,replacing deteriorated concrete sidewalk
201408580,Caught in/between Objects,automobile,driver,removing and replacing deteriorated
201073418,Caught in/between Objects,cement,no_occupation,directing the 6in
201073418,Caught in/between Objects,cement,no_occupation,being supplied to the
201073418,Caught in/between Objects,cement,no_occupation,being poured into curb
201073418,Caught in/between Objects,cement,no_occupation,working at a worksite
200212165,Other,platotform,no_occupation,opening to the cement
200212165,Other,platotform,no_occupation,smoothing cement with the
200212165,Other,platotform,no_occupation,operating gas trowel when
201059441,Falls,no_object,laborer,sheathing on the 2
201059441,Falls,no_object,laborer,laying out sheet of
200623221,Caught in/between Objects,manhole,sewer,going to apply a
200623221,Caught in/between Objects,manhole,sewer,wearing a selfcontained breathing
200623221,Caught in/between Objects,manhole,sewer,attempting to grab employee
200623221,Caught in/between Objects,manhole,sewer,working on a new
200801165,Struck By Moving Objects,foundation,contractor,working at a residential
170885420,Falls,no_object,worker,leaning over the edge
170885420,Falls,no_object,worker,installing a concrete walkway
200525061,Struck By Moving Objects,cement,no_occupation,stripping the form from
201061272,Caught in/between Objects,cement-mixer,no_occupation,setting the concrete stair
201061272,Caught in/between Objects,cement-mixer,no_occupation,including the company s
201061272,Caught in/between Objects,cement-mixer,no_occupation,being conducted by employee
201061272,Caught in/between Objects,cement-mixer,no_occupation,using both hand to
201061272,Caught in/between Objects,cement-mixer,no_occupation,mixing the concrete in
201061272,Caught in/between Objects,cement-mixer,no_occupation,swimming pool
170154751,Caught in/between Objects,bit,no_occupation,finishing the cement on
201045093,Caught in/between Objects,chain,no_occupation,being used to draw
201045093,Caught in/between Objects,chain,no_occupation,installing of a wire
202637807,Struck By Moving Objects,steel-plate,no_occupation,removing wall plate in
202637807,Struck By Moving Objects,steel-plate,no_occupation,being removed
202637807,Struck By Moving Objects,steel-plate,no_occupation,being used got caught
202691721,Other,no_object,washer,unbolting the eye bolt
202691721,Other,no_object,washer,rigging chain by unbolting
202691721,Other,no_object,washer,disconnecting the rigging chain
202691721,Other,no_object,washer,performing trenching excavation work
202691721,Other,no_object,washer,removing the nut and
200075364,Caught in/between Objects,steel-chain,no_occupation,casing to start filling
200075364,Caught in/between Objects,steel-chain,no_occupation,boring machine
200075364,Caught in/between Objects,steel-chain,no_occupation,operating a drilling and
200075364,Caught in/between Objects,steel-chain,no_occupation,drilling a well for
200923506,Caught in/between Objects,root-ball,contractor,using a chain saw
200923506,Caught in/between Objects,root-ball,contractor,removing tree from a
200923506,Caught in/between Objects,root-ball,contractor,working at a planned
202676128,Struck By Moving Objects,truck,attenuator,following the flatbed truck
202676128,Struck By Moving Objects,truck,attenuator,paving operation
201183928,Exposure to extreme temperatures,water-release,foreman,replacing another motor and
201183928,Exposure to extreme temperatures,water-release,foreman,working properly
201183928,Exposure to extreme temperatures,water-release,foreman,tightening some nut and
201183928,Exposure to extreme temperatures,water-release,foreman,checking the valve and
171058167,Caught in/between Objects,sprinkler-valve,no_occupation,starting a nitrogen test
202692547,Caught in/between Objects,pipe-welder,coworker,welding pipe extension on
202692547,Caught in/between Objects,pipe-welder,coworker,working at a winery
200981249,Electrocution,no_object,no_occupation,being used during turn
200981249,Electrocution,no_object,no_occupation,reinstalling a valve at
200556389,Falls,sulfide,supervisor,descending from the very
200556389,Falls,sulfide,supervisor,doing structural work
200556389,Falls,sulfide,supervisor,preparing to do confined
200556389,Falls,sulfide,supervisor,doing site preparation to
200556389,Falls,sulfide,supervisor,performing maintenance on a
200556389,Falls,sulfide,supervisor,descending from the very
202483822,Falls,diversion-plate,converter,removing a circular diversion
202658381,Caught in/between Objects,no_object,supervisor,being secured
202658381,Caught in/between Objects,no_object,supervisor,falling so he got
202658381,Caught in/between Objects,no_object,supervisor,placing the panel next
202658381,Caught in/between Objects,no_object,supervisor,moving a pallet with
200376440,Caught in/between Objects,truck,supervisor,wearing a hard hat
200376440,Caught in/between Objects,truck,supervisor,moving forward and the
200376440,Caught in/between Objects,truck,supervisor,facing the road which
200376440,Caught in/between Objects,truck,supervisor,opening of the gate
200376440,Caught in/between Objects,truck,supervisor,facing toward the opening
200376440,Caught in/between Objects,truck,supervisor,opening of the gate
200376440,Caught in/between Objects,truck,supervisor,eating lunch
200556785,Falls,no_object,no_occupation,applying roofing shingle around
200556785,Falls,no_object,no_occupation,working on the roof
202634689,Falls,chimney-installer,worker,installing sheet metal at
202634689,Falls,chimney-installer,worker,working on top of
202528345,Falls,no_object,no_occupation,performing stucco work on
200462463,Falls,no_object,no_occupation,according to a witness
200462463,Falls,no_object,no_occupation,climbing the scaffold frame
200462463,Falls,no_object,no_occupation,staging area
200462463,Falls,no_object,no_occupation,repointing a chimney on
200775310,Caught in/between Objects,no_object,no_occupation,setting it down
200775310,Caught in/between Objects,no_object,no_occupation,removing the cap and
200775310,Caught in/between Objects,no_object,no_occupation,repointing a chimney cap
311213433,Falls,ladder,no_occupation,trying to adjust a
201371192,Falls,chimney,no_occupation,climbing lanyard a a
201371192,Falls,chimney,no_occupation,using a 6 foot
201371192,Falls,chimney,no_occupation,attempting to scale the
200624203,Falls,fireproofing,laborer,working above an elevator
200624203,Falls,fireproofing,laborer,wrecking and demolition contractor
200624203,Falls,fireproofing,laborer,working a a construction
202126736,Struck By Moving Objects,spreader,no_occupation,sustaining crushing injury that
202126736,Struck By Moving Objects,spreader,no_occupation,being resurfaced
202126736,Struck By Moving Objects,spreader,no_occupation,working at a location
202507786,Caught in/between Objects,wood-chipper,no_occupation,feeding tree branch into
201273026,Falls,no_object,no_occupation,being exposed to chlorine
201273026,Falls,no_object,no_occupation,using fall protection
201273026,Falls,no_object,no_occupation,removing the roof over
692384,Caught in/between Objects,chlorine-dioxide,no_occupation,installing reinforcement band on
200053528,Struck By Moving Objects,no_object,no_occupation,operating
200053528,Struck By Moving Objects,no_object,no_occupation,operating
200053528,Struck By Moving Objects,no_object,no_occupation,preparing to pump a
202446860,Struck By Moving Objects,truck,coworker,using an aerial device
202446860,Struck By Moving Objects,truck,coworker,anchoring them
202446860,Struck By Moving Objects,truck,coworker,installing a strand of
202446860,Struck By Moving Objects,truck,coworker,rolling down the slope
202446860,Struck By Moving Objects,truck,coworker,finishing the truck started
202446860,Struck By Moving Objects,truck,coworker,moving toward the next
202446860,Struck By Moving Objects,truck,coworker,helping on the ground
202446860,Struck By Moving Objects,truck,coworker,driving the truck and
202366993,Struck By Moving Objects,rolling-truck,pullman,working under a flatbed
200785236,Struck By Moving Objects,truck,telehandler,stabilizing these panel while
200785236,Struck By Moving Objects,truck,telehandler,installing mechanical stabilized
202540233,Falls,steelworker,journeyman,working for a steel
170841209,Caught in/between Objects,no_object,no_occupation,resulting in his hospitalization
170841209,Caught in/between Objects,no_object,no_occupation,casing
170841209,Caught in/between Objects,no_object,no_occupation,removing horizontal drill casing
